Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
LA MIE CÂLINE;Restaurant;Restauration rapide;;1 rue Georges Clemenceau;;85000;;;LA ROCHE-SUR-YON;85191;46.6699846;-1.4290464;;;02 51 37 83 38;;;https://www.lamiecaline.com/fr/;;;;;;;;;;;;;;;;;;;;;;oui;||||tous les jours, du matin au soir||||07:00||||||19:30||07:00||||||19:30||07:00||||||19:30||07:00||||||19:30||07:00||||||19:30||07:00||||||19:30||08:00||||||19:00;||02 51 37 83 38||;;;;;46.6699846,-1.4290464;Vendée
LA MUSARDIÈRE;Restaurant;Crêperie;;34 avenue Albert de Mun;;44600;;;SAINT-NAZAIRE;44184;47.2783322;-2.2090028;Transport en commun||Ligne U4 - Arrêt : Albert de Mun||0,1;;02 40 66 74 28;;;;;Facebook||https://www.facebook.com/La-Musardi%C3%A8re-240030932701394/;;;;;;oui;;;"WiFi;Plats à emporter / Covid-19";29;;4;;;;oui;oui;;26;oui;01/01/2020||31/12/2020||Ouvert le lundi en juillet/août||Fermé le dimanche et lundi||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 66 74 28||;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.2783322,-2.2090028;Loire-Atlantique
LA MUSE GUEULE;Restaurant;Cuisine traditionnelle;;44 Avenue des Mauges;La Trique;85290;;;SAINT-LAURENT-SUR-SEVRE;85238;46.967954;-0.892961;Puy du Fou||||11,1;;02 51 67 82 26;;;http://restaurant-lamusegueule.fr/;;Tripadvisor||;;;;;;;;;"Plats à emporter;Traiteur";;;;;;;Français;Français;;;;;La Muse Gueule||02 51 67 82 26||la.muse.gueule@orange.fr;;;;;46.967954,-0.892961;Deux-Sèvres
LA P'TITE CASE;Restaurant;;;Port de Plaisance;;44380;;;PORNICHET;44132;47.25858;-2.34598;;;;;contact@laptitecase.com;http://www.laptitecase.com;;;;;;;;;;;;;;;;;;;;;;;"06/04/2019||30/06/2019|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/07/2019||31/08/2019|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2019||30/09/2019|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/10/2019||31/10/2019||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;Cartes bancaires;47.25858,-2.34598;Loire-Atlantique
LA P'TITE CREPE RIT;Restaurant;Crêperie;;40 rue des Sables;;44210;;;PORNIC;44131;47.11488;-2.10409;;;02 40 64 49 36;;;;;;;;;;;oui;;;WiFi;;50;12;;;;oui;oui;;;;"01/01/2020||18/01/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/01/2020||18/01/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 03/02/2020||16/06/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 03/02/2020||16/06/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 28/06/2020||31/08/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 28/06/2020||31/08/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2020||03/11/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2020||03/11/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 16/12/2020||31/12/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 16/12/2020||31/12/2020||Ouverture le jeudi midi et soir pendant les vacances scolaires||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";47.11488,-2.10409;Loire-Atlantique
LA P'TITE FRANQUETTE;Restaurant;Cuisine traditionnelle;;3 place Mauperthuis;;44510;;;LE POULIGUEN;44135;47.27801;-2.42999;;;02 40 61 83 28;;laptitefranquette@gmail.com;;;;;;;;;;;;;;;20;;;;;;;;;"29/05/2020||31/08/2020||||||||||||||12:00||||||14:00||12:00||||||14:00||12:00||||||14:00||12:00||||||14:00||12:00||||||14:00|||||||| ; 29/05/2020||31/08/2020||||||||||||||19:15||||||21:30||19:15||||||21:30||19:15||||||21:30||19:15||||||21:30||19:15||||||21:30||||||||";;;;;;47.27801,-2.42999;Loire-Atlantique
LA P'TITE FRINGALE;Restaurant;Restauration rapide;;8 Rue de Kéroman;;44420;;;PIRIAC-SUR-MER;44125;47.38005;-2.54662;;;02 40 91 76 51;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;Cartes bancaires;47.38005,-2.54662;Loire-Atlantique
LA PAUSE GOURMANDE;Restaurant;Restauration rapide;5 Rue Alfred Marchand;;;72400;;;LA FERTE-BERNARD;72132;48.1830767;0.65203449;;;02 43 93 18 90;;;;https://www.facebook.com/minoteriesduchateau/videos/141494560182504/UzpfSTYxMjg4Njg1OTE0OTk3ODo4Njg5MTMxNzM1NDczNDQ/;;;;;;;;;;;;;;;;;;;;;;||||||||07:00||19:30||||||07:00||19:30||||||07:00||19:30||||||07:00||19:30||||||07:00||19:30||||||07:00||19:30||||||||||||;;;;;;48.1830767,0.65203449;Sarthe
LA PETITE AUBERGE;Restaurant;Cuisine traditionnelle;;;Bel Air RN160;85500;;;CHANVERRIE;85302;46.9297744;-0.988977;Puy du Fou||||7,5;;02 51 67 51 61;;guilloteaudenis@hotmail.fr;http://www.lapetiteaubergechambretaud.com;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1080572-d7121955-Reviews-La_Petite_Auberge-Chambretaud_Vendee_Pays_de_la_Loire.html;;;Guide des Relais Routiers;;;oui;;;"Plats à emporter;Service en terrasse;WiFi";110;2;40;;;;oui;oui;30;60;non;;Restaurant La Petite Auberge||02 51 67 51 61||guilloteaudenis@hotmail.fr;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";46.9297744,-0.988977;Vendée
LA PIZZALADIÈRE - BAR/PIZZÉRIA;;Pizzeria;;Port de Plaisance de l'Herbaudière;;85330;;;NOIRMOUTIER-EN-L'ILE;85163;47.02409;-2.29797;;;02 51 35 80 56;;;;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g425088-d4947584-Reviews-La_Pizzaladiere-Noirmoutier_en_l_Ile_Ile_de_Noirmoutier_Vendee_Pays_de_la_Loire.html;;;;;;oui;;;"Plats à emporter;Service en terrasse";;;;;;;oui;oui;;;;08/02/2020||01/11/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.02409,-2.29797;Vendée
LA PLANCHE - CRÊPERIE/RESTAURANT;;Crêperie;;41 rue de l'Hôtel de Ville;;85740;;;L'EPINE;85083;46.97795;-2.26565;Bord de mer||||;;02 51 35 75 75;;;https://bernardcharlotte53.wixsite.com/la-planche;;Facebook||https://fr-fr.facebook.com/laplanchenoirmoutrine/;;;;;;oui;;;"Service en terrasse;WiFi";30;2;20;;;;oui;oui;;;;"01/01/2020||30/06/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/07/2020||31/08/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";46.97795,-2.26565;Vendée
SALON DE THE : CHATEAU DE MONTMIRAIL;;Salon de thé;Place du château;;;72320;;;MONTMIRAIL;72208;48.1032243;0.7901764;;;02 43 93 72 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1032243,0.7901764;Sarthe
SALON DE THE L'INSTANT T;Restaurant;Salon de thé;;10 Place des Jacobins;;72000;;;LE MANS;72181;48.0075441;0.20026889;;;09 83 27 37 95;;linstant-t@lesneufmondes.net;https://www.restaurant-salondethe.fr/;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;48.0075441,0.20026889;Sarthe
SALON DE THÉ LA LOUISIADE;Restaurant;Salon de thé;;5 boulevard Darlu;;44500;;;LA BAULE-ESCOUBLAC;44055;47.2818;-2.39673;;06 81 99 19 67;;;corinnepoitevin@yahoo.fr;http://www.lalouisiade.e-monsite.com;;;;;;;;;;;;;;;;;;;;;;;01/07/2020||31/08/2020||||||15:00||||||19:00||||||||||15:00||||||19:00||15:00||||||19:00||15:00||||||19:00||15:00||||||19:00||15:00||||||19:00;;;;;;47.2818,-2.39673;Loire-Atlantique
SAVEURS DU SUD;;;;226 rue du Mouton;;49400;;;SAUMUR;49328;47.25314;-0.07923;;;02 41 51 43 81;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2020||31/12/2020||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.25314,-0.07923;Maine-et-Loire
SENS;Restaurant;;;8 rue Boisnet;;49100;;;ANGERS;49007;47.475;-0.55028;;;02 41 05 12 28;;contact@restaurant-sens.com;http://www.restaurant-sens.com;;Facebook||https://www.facebook.com/SensAngers/;;;;;;;;;Plats à emporter / Covid-19;25;;;;;;"Anglais;Espagnol;Français";"Anglais;Espagnol;Français";;24;;03/06/2020||29/10/2020||||||||||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||||||19:30||21:00||||||||;;;;Menu adulte du jour (midi en semaine)||18,00||||;"Cartes bancaires;Espèces";47.475,-0.55028;Maine-et-Loire
SNACK-BAR LA MINE;Restaurant;Restauration rapide;;Chemin de la Mine;;85520;;;JARD-SUR-MER;85114;46.416934;-1.6283559;;06 20 43 28 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.416934,-1.6283559;Vendée
ST MICHEL CAFE;Restaurant;Salon de thé;;8 rue du Chevecier;;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.18055;-2.1481;;;02 51 74 75 44;;delice.st-michel@stmichel.fr;http://www.stmichel.fr;;;;;;;;;;;;;;;;;;;;;;;"01/07/2020||31/08/2020||et jours feriés||||09:30||||||19:30||09:30||||||19:30||09:30||||||19:30||09:30||||||19:30||09:30||||||19:30||09:30||||||19:30||09:30||||||19:30 ; 01/09/2020||30/09/2020||||||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00 ; 01/10/2020||31/12/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/10/2020||31/12/2020||et jours feriés|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/10/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux";47.18055,-2.1481;Loire-Atlantique
STOP PIZZA;Restaurant;Pizzeria;;54 rue de l'Océan;;85560;;;LONGEVILLE-SUR-MER;85127;46.4204074;-1.4940351;;;02 51 22 70 38;;;;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g951337-d6987996-Reviews-Stop_Pizza-Longeville_sur_mer_Vendee_Pays_de_la_Loire.html;;;;;;;;;;;;;;;;;;;;;;;;;;;46.4204074,-1.4940351;Vendée
SUGAR BLUE;Restaurant;Coffee-shop;;4 Rue de l’Arche Sèche;;44100;;;NANTES;44109;47.215232;-1.5582399;;;09 83 24 19 24;;;http://sugarbluecafe.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.215232,-1.5582399;Loire-Atlantique
SUNSET CAFE;Restaurant;Pizzeria;;2 Avenue Ernest Chevrier;;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.16532;-2.16684;;;02 44 06 53 33;;sun7man@aol.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.16532,-2.16684;Loire-Atlantique
THE B53'S;Restaurant;Restauration rapide;7 Rue des Orfèvres;;;53000;;;LAVAL;53130;48.0683201;-0.7717878;;;02 43 53 56 58;;;;;Facebook||https://www.facebook.com/Restaurant-The-B53s-582671708495091/;;;;;;;;;"Plats à emporter;Plats à emporter / Covid-19";;;;;;;;;;;oui;;;;;;;48.0683201,-0.7717878;Mayenne
THE ENDLESS BURGER;Restaurant;Restauration rapide;;36 Grande Rue;;44110;;;CHATEAUBRIANT;44036;47.719523;-1.376051;;;09 52 40 76 09;;contact@theendlessburger.fr;www.theendlessburger.fr;;;;;;;;oui;;;"Plats à emporter;WiFi";20;;;;;;;;;;;||||||Fermé le lundi, mardi toute la journée, mercredi soir et dimanche midi||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Menu adulte soir et week-end||8,50||13,50||;;47.719523,-1.376051;Loire-Atlantique
U SUR LE POUCE;Restaurant;Restauration rapide;GALERIE SUPER U;35 RUE CHARLES LARGETEAU;;85700;;;POUZAUGES;85182;46.7759359;-0.8444959;;;02 51 57 53 53;;superu.pouzauges@systeme-u.fr;https://www.magasins-u.com/superu-pouzauges;;;;;;;;non;;;"Climatisation;Plats à emporter;WiFi";;1;0;;;;non;non;0;0;oui;||||||||08:45||18:30||||||08:45||18:30||||||08:45||18:30||||||08:45||18:30||||||08:45||18:30||||||08:45||17:00||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant";46.7759359,-0.8444959;Vendée
UNE FRITE UNE FOIS;;Restauration rapide;;2, place Amand Courjaret;Doué-la-Fontaine;49700;;;DOUÉ-EN-ANJOU;49125;47.19047;-0.27666;;;07 61 90 99 01;;emilieligas@hotmail.com;;;Tripadvisor||;;;;;;oui;;;;78;;28;;;;"Anglais;Français";"Anglais;Français";;;;01/01/2020||31/12/2020||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires;47.19047,-0.27666;Maine-et-Loire
VAL'AIME;Restaurant;Crêperie;;8, place du Frouïl;;72320;;;VALENNES;72366;47.9967237;0.80992632;"Autoroute||La Ferté-Bernard||20 ; Route (nationale/départ.)||Centre bourg||0";;02 43 35 02 20;;leburon@yahoo.fr;;;;;;;;;non;;;Service en terrasse;30;2;15;;;;oui;oui;;40;oui;||||Pas de restauration le dimanche soir||||||||||||10:00||14:30||17:30||23:00||10:00||14:30||17:30||23:00||10:00||14:30||17:30||23:00||10:00||14:30||17:30||23:00||10:00||14:30||17:30||23:00||10:00||14:30||17:30||23:00;BARRE||02 43 35 02 20||;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.9967237,0.80992632;Sarthe
VERGINE KEBAB;Restaurant;Restauration rapide;;27 Rue Saint Honoré;;44270;;;MACHECOUL-SAINT-MEME;44087;46.992083;-1.818345;;;02 51 11 33 73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.992083,-1.818345;Loire-Atlantique
VERVERT;Restaurant;Cuisine traditionnelle;;7 place du Mail;;49730;;;MONTSOREAU;49219;47.21611;0.05643;;;02 41 52 34 89;;restaurantververt@gmail.com;https://www.ververt.com;;Facebook||https://www.facebook.com/ververtmontsoreau;;;;;;;;;"Plats à emporter;Plats à emporter / Covid-19";25;2;25;;;;"Anglais;Français;Italien";"Anglais;Français;Italien";;20;;01/12/2020||31/12/2020||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux";47.21611,0.05643;Maine-et-Loire
Ô LOCAL;Restaurant;Salon de thé;;9 Quai Gambetta;;49290;;;CHALONNES-SUR-LOIRE;49063;47.3536173;-0.7626503;;;0241749330;;olocal49@gmail.com;;;Facebook||https://www.facebook.com/olocal49/;;;;;;;;;"Plats à emporter;Séminaire;Service en terrasse";25;2;15;1;;;oui;oui;;;oui;01/09/2020||30/09/2020||||||||||||||10:00||19:00||||||15:00||19:00||||||15:00||19:00||||||10:00||21:00||||||10:00||19:00||||||15:00||19:00||||;O Local||02 41 74 93 30||olocal49@gmail.com;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.3536173,-0.7626503;Maine-et-Loire
RESTAURANT CHEZ BASTIEN;Restaurant;Fruits de mer;;9 avenue de la forêt;;85160;;;SAINT-JEAN-DE-MONTS;85234;46.78283;-2.06757;"Gare routière|||| ; Bord de mer||||200 ; Bord de mer||||200";;02 51 58 01 60;;chez.bastien@orange.fr;http://www.chezbastien.fr;https://www.youtube.com/embed/QDKcG0g2Fvs?list=PLizK05MWZMzFGj4QEhV8yWbP31y7r8mpp;Facebook||https://www.facebook.com/chezbastien?fref=ts;;;"Bottin Gourmand;Guide du Routard Pays de la Loire;Le petit futé";;;oui;;"Maitres Restaurateurs;Welcome ! C’est beau ici !";Service en terrasse;120;100;20;;;;Anglais;Anglais;;;;"01/01/2020||20/01/2020||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00 ; 27/02/2020||31/12/2020||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00";;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";46.78283,-2.06757;Vendée
RESTAURANT CHEZ FLO;Restaurant;;3, rue Océan;;;53540;;;GASTINES;53102;47.9519712;-1.1043627;Route (nationale/départ.)||D 127||;;09 54 90 60 74;;;;;;;;;;;;;;Plats à emporter;;;;;;;"Espagnol;Français";"Espagnol;Français";;;;;"||02 43 06 64 22|| ; ||02 49 80 16 57||";;;;;47.9519712,-1.1043627;Mayenne
RESTAURANT CHEZ HENRI;Restaurant;Grill - Rôtisserie;;6 rue des Maillets;;72000;;;LE MANS;72181;48.0121433;0.2057027;;;02 43 81 77 98;;reynald.kergonna@gmail.com;https://www.chez-henri.com/;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g187195-d8368369-Reviews-Chez_Henri-Le_Mans_Sarthe_Pays_de_la_Loire.html;;;;;;oui;;;Service en terrasse;50;;40;;;;;;;;oui;;;;;;"Cartes bancaires;Tickets Restaurant";48.0121433,0.2057027;Sarthe
RESTAURANT CHEZ JB;Restaurant;Cuisine traditionnelle;;2 place du Pavé;;85120;;;SAINT-PIERRE-DU-CHEMIN;85264;46.6939061;-0.7013395;"Puy du Fou||||35 ; Marais Poitevin||Maillezais||42 ; Bord de mer||L'Aiguillon sur Mer||73";;02 51 51 75 75;;contact@chezjb.com;;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g7257404-d7257228-Reviews-Chez_JB-Saint_Pierre_du_Chemin_Vendee_Pays_de_la_Loire.html;;;;;;;;;"Banquet;Traiteur;Plats à emporter / Covid-19";;3;;;;;oui;oui;;;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";46.6939061,-0.7013395;Vendée
RESTAURANT DE LA CROIX VERTE;Restaurant;Cuisine traditionnelle;;5, rue Charles de Gaulle;;72510;;;REQUEIL;72252;47.7842295;0.164135;;;02.43.46.30.21;;;;;;;;;;;;;;;20;2;0;;;;Français;Français;;;oui;01/01/2020||31/12/2020||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||||||||;CHENOY||02.43.46.30.21||;;;"Menu adulte du jour (midi en semaine)||12,00|||| ; Menu enfant||7,00||||";"Cartes bancaires;Espèces";47.7842295,0.164135;Sarthe
RESTAURANT DE LA PLAGE DE MR HULOT;Hôtel restaurant;Cuisine traditionnelle;;37 rue du Commandant Charcot - Saint-Marc sur Mer;;44600;;;SAINT-NAZAIRE;44184;47.2382586;-2.279488;"Gare SNCF||||10 ; Transport en commun||Ligne U3 - Arrêt Saint-Marc mairie||0,23";;02 40 91 76 17;;contact@restaurant-plagehulot.com;www.restaurant-plagehulot.com;;Facebook||https://www.facebook.com/La-Plage-de-Monsieur-HULOT-1657765484498165/timeline?ref=page_internal;;;;;;oui;;;"Banquet;Séminaire;Service en terrasse;WiFi";200;;100;;;;oui;oui;;100;oui;01/01/2020||31/12/2020||Ouvert du lundi au dimanche||Ouvert 7j/7||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||||||22:30||12:00||||||22:30||12:00||||||22:30;||02 40 91 76 17||contact@restaurant-plagehulot.com;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";47.2382586,-2.279488;Loire-Atlantique
RESTAURANT DE VENDÉE;Hôtel restaurant;Cuisine traditionnelle;;126 rue de la République;;85200;;;FONTENAY-LE-COMTE;85092;46.4621493;-0.7952507;Autoroute||A83 sortie 8||3;;02 51 69 76 11;02 51 69 76 11;hoteldevendee@hotmail.fr;https://www.restaurant-hotel-de-vendee.fr/;;Tripadvisor||;;;;;;oui;;;"Service en terrasse;WiFi;Plats à emporter / Covid-19";70;1;35;0;0;;oui;oui;;25;oui;01/01/2020||31/12/2020||||||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";46.4621493,-0.7952507;Vendée
RESTAURANT DOMAINE DU PETIT PLESSIS;;Cuisine traditionnelle;;Le Petit Plessis;;44980;;;SAINTE-LUCE-SUR-LOIRE;44172;47.247575;-1.4688787;;;02 40 08 99 88;;;http://www.lepetitplessis.fr;;;;;;;;;;Maitres Restaurateurs;;;;;;;;;;;;;;;oui;||http://www.nantes-tourisme.com/book/115205||||||;;;47.247575,-1.4688787;Loire-Atlantique
RESTAURANT DU GOLF;;Brasserie;;33 Avenue Pays de Loire;Golf de Saint Jean de Monts;85160;;;SAINT-JEAN-DE-MONTS;85234;46.79402;-2.09137;;;02 51 58 47 30;;restaurantdugolfstjean@gmail.com;http://www.golfsaintjeandemonts.fr/;https://www.youtube.com/watch?v=ESCSS-FXE_Q&index=1&list=PLizK05MWZMzFGj4QEhV8yWbP31y7r8mpp;Facebook||https://www.facebook.com/Restaurantgolfstjean/?fref=ts;;;Gault Millau;;;oui;;;"Banquet;Séminaire;Service en terrasse;WiFi";90;2;40;1;;;Anglais;Anglais;;;;"01/01/2020||31/03/2020||||||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00 ; 01/04/2020||30/06/2020||||||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30 ; 01/07/2020||31/08/2020||||||11:30||||||15:00||11:30||||||15:00||11:30||||||15:00||11:30||||||15:00||11:30||||||15:00||11:30||||||15:00||11:30||||||15:00 ; 01/09/2020||30/09/2020||||||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30||11:30||||||14:30 ; 01/10/2020||31/12/2020||||||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00||11:30||||||14:00";;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";46.79402,-2.09137;Vendée
RESTAURANT DU GOLF LE MARTIN PÊCHEUR;Restaurant;Cuisine traditionnelle;Route de Pincé;Restaurant du Golf;Domaine de l'Outinière;72300;;;SABLE-SUR-SARTHE;72264;47.8179403;-0.3598176;Route (nationale/départ.)||||0;;02 43 95 28 78;;golf-sable-solesmes@wanadoo.fr;www.golf-sable-solesmes.com;;Facebook||https://fr-fr.facebook.com/pages/category/Restaurant/Restaurant-du-golf-le-martin-P%C3%AAcheur-Sabl%C3%A9-sur-sarthe-2190904687823704/;;;;;;oui;;;"Banquet;Séminaire;Service en terrasse;WiFi";150;2;80;3;0;;oui;oui;10;125;oui;01/01/2020||31/12/2020||soir sur résa 15 pers minimum||25 décembre et 1er janvier. tous les soirs sauf résa minimum 15 pers||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 43 95 97 55||golf-sable-solesmes@wanadoo.fr;;;"Menu enfant||10,00|||| ; Menu adulte du jour (midi en semaine)||18,00||23,00|| ; Menu adulte soir et week-end||23,00||35,00||";"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.8179403,-0.3598176;Sarthe
RESTAURANT DU GOLF CLUB DE NANTES;Restaurant;Cuisine traditionnelle;;Route départementale 81;;44360;;;VIGNEUX-DE-BRETAGNE;44217;47.2909056;-1.6999949;Aéroport/aérodrome||Aéroport de Nantes||20;;02 40 63 25 82;;accueil@golfclubdenantes.com;https://www.restaurant.golfclubdenantes.com/;"https://youtu.be/ifgXmqmMlnM ; https://youtu.be/iR9Qr6EisN4";"Facebook||https://www.facebook.com/restogolfclubdenantes ; Instagram||https://www.instagram.com/explore/locations/1998984016860579/restaurant-golf-club-de-nantes/?hl=frle%20pigron%20blanc";;;;;;non;;;"Banquet;Séminaire;Service en terrasse;Traiteur;WiFi";250;5;148;3;1;;oui;oui;;250;oui;;||||golfclubdenantes@aol.com;;;"Menu adulte du jour (midi en semaine)||18,00||32,00||1er menu à l'ardoise;Entrée/ Plat ou Plat/ Dessert (hors boissons) à 16.90€;Entrée/ Plat/ Dessert (hors boissons) à 20.90€;;2ème menu;Entrée/ Plat ou Plat/ Dessert (hors boissons) à 28€;Entrée/ Plat/ Dessert (hors boissons) à 32€;;Plat à l'ardoise";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant";47.2909056,-1.6999949;Loire-Atlantique
